jerseyNumber,person_fullName,person_id,person_link,position_abbreviation,position_code,position_name,position_type,team,teamFullName,year
26,John-Michael Liles,8468639,/api/v1/people/8468639,D,D,Defenseman,Defenseman,COL,Colorado Avalanche,20032004
8,Cody McCormick,8469591,/api/v1/people/8469591,C,C,Center,Forward,COL,Colorado Avalanche,20032004
10,Marek Svatos,8469670,/api/v1/people/8469670,RW,R,Right Wing,Forward,COL,Colorado Avalanche,20032004
44,Peter Sarno,8466271,/api/v1/people/8466271,C,C,Center,Forward,EDM,Edmonton Oilers,20032004
20,Tony Salmelainen,8467914,/api/v1/people/8467914,LW,L,Left Wing,Forward,EDM,Edmonton Oilers,20032004
44,Doug Lynch,8469495,/api/v1/people/8469495,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20032004
12,Mike Bishai,8469999,/api/v1/people/8469999,C,C,Center,Forward,EDM,Edmonton Oilers,20032004
26,Mikko Luoma,8470247,/api/v1/people/8470247,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20032004
27,Nathan Smith,8468503,/api/v1/people/8468503,C,C,Center,Forward,VAN,Vancouver Canucks,20032004
17,Ryan Kesler,8470616,/api/v1/people/8470616,C,C,Center,Forward,VAN,Vancouver Canucks,20032004
17,Michael Holmqvist,8466153,/api/v1/people/8466153,C,C,Center,Forward,ANA,Anaheim Ducks,20032004
55,Garrett Burnett,8467025,/api/v1/people/8467025,LW,L,Left Wing,Forward,ANA,Anaheim Ducks,20032004
3,Mark Popovic,8469488,/api/v1/people/8469488,D,D,Defenseman,Defenseman,ANA,Anaheim Ducks,20032004
46,Tony Martensson,8469667,/api/v1/people/8469667,C,C,Center,Forward,ANA,Anaheim Ducks,20032004
19,Joffrey Lupul,8470207,/api/v1/people/8470207,LW,L,Left Wing,Forward,ANA,Anaheim Ducks,20032004
14,Chris Kunitz,8470543,/api/v1/people/8470543,LW,L,Left Wing,Forward,ANA,Anaheim Ducks,20032004
37,Jeff MacMillan,8467594,/api/v1/people/8467594,D,D,Defenseman,Defenseman,DAL,Dallas Stars,20032004
22,Mathias Tjarnqvist,8467969,/api/v1/people/8467969,LW,L,Left Wing,Forward,DAL,Dallas Stars,20032004
40,Gavin Morgan,8468406,/api/v1/people/8468406,C,C,Center,Forward,DAL,Dallas Stars,20032004
20,Antti Miettinen,8468704,/api/v1/people/8468704,RW,R,Right Wing,Forward,DAL,Dallas Stars,20032004
83,Trevor Daley,8470110,/api/v1/people/8470110,D,D,Defenseman,Defenseman,DAL,Dallas Stars,20032004
39,Dan Ellis,8468540,/api/v1/people/8468540,G,G,Goalie,Goalie,DAL,Dallas Stars,20032004
12,Noah Clarke,8468123,/api/v1/people/8468123,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,20032004
6,Tim Gleason,8469476,/api/v1/people/8469476,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,20032004
37,Denis Grebeshkov,8470268,/api/v1/people/8470268,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,20032004
23,Dustin Brown,8470606,/api/v1/people/8470606,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,20032004
12,Esa Pirnes,8470766,/api/v1/people/8470766,C,C,Center,Forward,LAK,Los Angeles Kings,20032004
39,Erik Westrum,8467488,/api/v1/people/8467488,C,C,Center,Forward,PHX,Phoenix Coyotes,20032004
57,Goran Bezina,8468107,/api/v1/people/8468107,D,D,Defenseman,Defenseman,PHX,Phoenix Coyotes,20032004
11,Fredrik Sjostrom,8469464,/api/v1/people/8469464,LW,L,Left Wing,Forward,PHX,Phoenix Coyotes,20032004
38,Matthew Spiller,8469484,/api/v1/people/8469484,D,D,Defenseman,Defenseman,PHX,Phoenix Coyotes,20032004
43,Mike Stutzel,8470559,/api/v1/people/8470559,LW,L,Left Wing,Forward,PHX,Phoenix Coyotes,20032004
28,Brad Boyes,8468504,/api/v1/people/8468504,RW,R,Right Wing,Forward,SJS,San Jose Sharks,20032004
55,Christian Ehrhoff,8469555,/api/v1/people/8469555,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,20032004
11,Patrick Rissmiller,8470321,/api/v1/people/8470321,LW,L,Left Wing,Forward,SJS,San Jose Sharks,20032004
20,Tom Preissing,8470575,/api/v1/people/8470575,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,20032004
18,Milan Michalek,8470599,/api/v1/people/8470599,LW,L,Left Wing,Forward,SJS,San Jose Sharks,20032004
57,Marcel Goc,8469473,/api/v1/people/8469473,C,C,Center,Forward,SJS,San Jose Sharks,20032004
53,Jeremy Reich,8466174,/api/v1/people/8466174,C,C,Center,Forward,CBJ,Columbus Blue Jackets,20032004
39,Mike Pandolfo,8467402,/api/v1/people/8467402,LW,L,Left Wing,Forward,CBJ,Columbus Blue Jackets,20032004
,Tim Jackman,8469490,/api/v1/people/8469490,RW,R,Right Wing,Forward,CBJ,Columbus Blue Jackets,20032004
72,Aaron Johnson,8469534,/api/v1/people/8469534,D,D,Defenseman,Defenseman,CBJ,Columbus Blue Jackets,20032004
20,Greg Mauldin,8470203,/api/v1/people/8470203,LW,L,Left Wing,Forward,CBJ,Columbus Blue Jackets,20032004
50,Joe Motzko,8470564,/api/v1/people/8470564,RW,R,Right Wing,Forward,CBJ,Columbus Blue Jackets,20032004
93,Nikolay Zherdev,8470597,/api/v1/people/8470597,RW,R,Right Wing,Forward,CBJ,Columbus Blue Jackets,20032004
49,Dan Fritsche,8470639,/api/v1/people/8470639,C,C,Center,Forward,CBJ,Columbus Blue Jackets,20032004
4,Zbynek Michalek,8469760,/api/v1/people/8469760,D,D,Defenseman,Defenseman,MIN,Minnesota Wild,20032004
26,Christoph Brandner,8470172,/api/v1/people/8470172,LW,L,Left Wing,Forward,MIN,Minnesota Wild,20032004
88,Brent Burns,8470613,/api/v1/people/8470613,D,D,Defenseman,Defenseman,MIN,Minnesota Wild,20032004
49,Jason Ryznar,8470075,/api/v1/people/8470075,LW,L,Left Wing,Forward,NJD,New Jersey Devils,20052006
25,Cam Janssen,8470123,/api/v1/people/8470123,RW,R,Right Wing,Forward,NJD,New Jersey Devils,20052006
41,Barry Tallackson,8470199,/api/v1/people/8470199,RW,R,Right Wing,Forward,NJD,New Jersey Devils,20052006
11,Zach Parise,8470610,/api/v1/people/8470610,LW,L,Left Wing,Forward,NJD,New Jersey Devils,20052006
62,Kevin Colley,8468153,/api/v1/people/8468153,RW,R,Right Wing,Forward,NYI,New York Islanders,20052006
40,Matt Koalska,8468634,/api/v1/people/8468634,C,C,Center,Forward,NYI,New York Islanders,20052006
29,Ryan Caldwell,8468682,/api/v1/people/8468682,D,D,Defenseman,Defenseman,NYI,New York Islanders,20052006
63,Cole Jarrett,8469588,/api/v1/people/8469588,LW,L,Left Wing,Forward,NYI,New York Islanders,20052006
26,Rob Collins,8469994,/api/v1/people/8469994,RW,R,Right Wing,Forward,NYI,New York Islanders,20052006
17,Chris Campoli,8470329,/api/v1/people/8470329,D,D,Defenseman,Defenseman,NYI,New York Islanders,20052006
12,Robert Nilsson,8470608,/api/v1/people/8470608,C,C,Center,Forward,NYI,New York Islanders,20052006
,Jeff Tambellini,8470620,/api/v1/people/8470620,LW,L,Left Wing,Forward,NYI,New York Islanders,20052006
37,Jeremy Colliton,8470651,/api/v1/people/8470651,C,C,Center,Forward,NYI,New York Islanders,20052006
58,Masi Marjamaki,8470659,/api/v1/people/8470659,LW,L,Left Wing,Forward,NYI,New York Islanders,20052006
27,Bruno Gervais,8470774,/api/v1/people/8470774,D,D,Defenseman,Defenseman,NYI,New York Islanders,20052006
15,Petteri Nokelainen,8471229,/api/v1/people/8471229,C,C,Center,Forward,NYI,New York Islanders,20052006
41,Steve Regier,8471360,/api/v1/people/8471360,LW,L,Left Wing,Forward,NYI,New York Islanders,20052006
28,Alexandre Giroux,8468086,/api/v1/people/8468086,LW,L,Left Wing,Forward,NYR,New York Rangers,20052006
15,Ryan Hollweg,8469681,/api/v1/people/8469681,LW,L,Left Wing,Forward,NYR,New York Rangers,20052006
16,Petr Prucha,8470072,/api/v1/people/8470072,RW,R,Right Wing,Forward,NYR,New York Rangers,20052006
38,Jarkko Immonen,8470282,/api/v1/people/8470282,C,C,Center,Forward,NYR,New York Rangers,20052006
4,David Liffiton,8470656,/api/v1/people/8470656,D,D,Defenseman,Defenseman,NYR,New York Rangers,20052006
30,Henrik Lundqvist,8468685,/api/v1/people/8468685,G,G,Goalie,Goalie,NYR,New York Rangers,20052006
35,Chris Holt,8470772,/api/v1/people/8470772,G,G,Goalie,Goalie,NYR,New York Rangers,20052006
14,Ryan Ready,8466230,/api/v1/people/8466230,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,20052006
20,R.J. Umberger,8469469,/api/v1/people/8469469,C,C,Center,Forward,PHI,Philadelphia Flyers,20052006
54,David Printz,8469668,/api/v1/people/8469668,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,20052006
24,Josh Gratton,8469844,/api/v1/people/8469844,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,20052006
43,Wade Skolney,8470023,/api/v1/people/8470023,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,20052006
55,Ben Eager,8470280,/api/v1/people/8470280,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,20052006
77,Jeff Carter,8470604,/api/v1/people/8470604,C,C,Center,Forward,PHI,Philadelphia Flyers,20052006
10,Mike Richards,8470617,/api/v1/people/8470617,C,C,Center,Forward,PHI,Philadelphia Flyers,20052006
14,Stefan Ruzicka,8470674,/api/v1/people/8470674,RW,R,Right Wing,Forward,PHI,Philadelphia Flyers,20052006
54,Alexandre Picard,8470678,/api/v1/people/8470678,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,20052006
16,Ryan Potulny,8470680,/api/v1/people/8470680,C,C,Center,Forward,PHI,Philadelphia Flyers,20052006
15,Niklas Nordgren,8466320,/api/v1/people/8466320,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,20052006
7,Michel Ouellet,8468604,/api/v1/people/8468604,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,20052006
20,Colby Armstrong,8469474,/api/v1/people/8469474,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,20052006
3,Noah Welch,8469505,/api/v1/people/8469505,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,20052006
25,Max Talbot,8470171,/api/v1/people/8470171,C,C,Center,Forward,PIT,Pittsburgh Penguins,20052006
26,Erik Christensen,8470299,/api/v1/people/8470299,C,C,Center,Forward,PIT,Pittsburgh Penguins,20052006
6,Ryan Whitney,8470309,/api/v1/people/8470309,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,20052006
87,Sidney Crosby,8471675,/api/v1/people/8471675,C,C,Center,Forward,PIT,Pittsburgh Penguins,20052006
40,Ben Guite,8466300,/api/v1/people/8466300,RW,R,Right Wing,Forward,BOS,Boston Bruins,20052006
33,Jay Leach,8467436,/api/v1/people/8467436,D,D,Defenseman,Defenseman,BOS,Boston Bruins,20052006
18,Eric Healey,8467700,/api/v1/people/8467700,C,C,Center,Forward,BOS,Boston Bruins,20052006
41,Andrew Alberts,8469626,/api/v1/people/8469626,D,D,Defenseman,Defenseman,BOS,Boston Bruins,20052006
27,Milan Jurcina,8469684,/api/v1/people/8469684,D,D,Defenseman,Defenseman,BOS,Boston Bruins,20052006
38,Kevin Dallman,8469795,/api/v1/people/8469795,D,D,Defenseman,Defenseman,BOS,Boston Bruins,20052006
25,Yan Stastny,8470223,/api/v1/people/8470223,C,C,Center,Forward,BOS,Boston Bruins,20052006
5,Mark Stuart,8470614,/api/v1/people/8470614,D,D,Defenseman,Defenseman,BOS,Boston Bruins,20052006
36,Ben Walter,8471372,/api/v1/people/8471372,C,C,Center,Forward,BOS,Boston Bruins,20052006
57,Jordan Sigalet,8469653,/api/v1/people/8469653,G,G,Goalie,Goalie,BOS,Boston Bruins,20052006
33,Hannu Toivonen,8470084,/api/v1/people/8470084,G,G,Goalie,Goalie,BOS,Boston Bruins,20052006
12,Jiri Novotny,8469475,/api/v1/people/8469475,C,C,Center,Forward,BUF,Buffalo Sabres,20052006
22,Chris Thorburn,8469501,/api/v1/people/8469501,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,20052006
17,Nathan Paetsch,8469509,/api/v1/people/8469509,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,20052006
,Daniel Paille,8470230,/api/v1/people/8470230,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,20052006
26,Thomas Vanek,8470598,/api/v1/people/8470598,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,20052006
32,Mark Streit,8468309,/api/v1/people/8468309,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,20052006
22,Jean-Philippe Cote,8468745,/api/v1/people/8468745,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,20052006
41,Raitis Ivanans,8469120,/api/v1/people/8469120,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,20052006
42,Alexander Perezhogin,8469478,/api/v1/people/8469478,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,20052006
86,Jonathan Ferland,8469807,/api/v1/people/8469807,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,20052006
46,Andrei Kostitsyn,8470603,/api/v1/people/8470603,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,20052006
40,Maxim Lapierre,8470654,/api/v1/people/8470654,C,C,Center,Forward,MTL,Montréal Canadiens,20052006
40,Yann Danis,8471186,/api/v1/people/8471186,G,G,Goalie,Goalie,MTL,Montréal Canadiens,20052006
40,Brian McGrattan,8467977,/api/v1/people/8467977,RW,R,Right Wing,Forward,OTT,Ottawa Senators,20052006
46,Filip Novak,8468544,/api/v1/people/8468544,D,D,Defenseman,Defenseman,OTT,Ottawa Senators,20052006
16,Christoph Schubert,8469575,/api/v1/people/8469575,D,D,Defenseman,Defenseman,OTT,Ottawa Senators,20052006
27,Brandon Bochenski,8469666,/api/v1/people/8469666,RW,R,Right Wing,Forward,OTT,Ottawa Senators,20052006
18,Patrick Eaves,8470622,/api/v1/people/8470622,RW,R,Right Wing,Forward,OTT,Ottawa Senators,20052006
41,Andrej Meszaros,8471236,/api/v1/people/8471236,D,D,Defenseman,Defenseman,OTT,Ottawa Senators,20052006
33,Mike Morrison,8467486,/api/v1/people/8467486,G,G,Goalie,Goalie,OTT,Ottawa Senators,20052006
25,Ben Ondrus,8468868,/api/v1/people/8468868,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,20052006
39,Brendan Bell,8469516,/api/v1/people/8469516,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,20052006
,Jay Harrison,8469531,/api/v1/people/8469531,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,20052006
8,Staffan Kronwall,8470058,/api/v1/people/8470058,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,20052006
20,Alexander Steen,8470257,/api/v1/people/8470257,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,20052006
18,Ian White,8470273,/api/v1/people/8470273,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,20052006
48,Jeremy Williams,8470809,/api/v1/people/8470809,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,20052006
53,Andy Wozniewski,8471188,/api/v1/people/8471188,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,20052006
19,Jim Slater,8470289,/api/v1/people/8470289,C,C,Center,Forward,ATL,Atlanta Thrashers,20052006
55,Braydon Coburn,8470601,/api/v1/people/8470601,D,D,Defenseman,Defenseman,ATL,Atlanta Thrashers,20052006
33,Adam Berkhoel,8468720,/api/v1/people/8468720,G,G,Goalie,Goalie,ATL,Atlanta Thrashers,20052006
34,David Gove,8469132,/api/v1/people/8469132,LW,L,Left Wing,Forward,CAR,Carolina Hurricanes,20052006
15,Keith Aucoin,8469779,/api/v1/people/8469779,C,C,Center,Forward,CAR,Carolina Hurricanes,20052006
59,Chad LaRose,8469812,/api/v1/people/8469812,RW,R,Right Wing,Forward,CAR,Carolina Hurricanes,20052006
36,Danny Richmond,8470624,/api/v1/people/8470624,D,D,Defenseman,Defenseman,CAR,Carolina Hurricanes,20052006
16,Andrew Ladd,8471217,/api/v1/people/8471217,LW,L,Left Wing,Forward,CAR,Carolina Hurricanes,20052006
30,Cam Ward,8470320,/api/v1/people/8470320,G,G,Goalie,Goalie,CAR,Carolina Hurricanes,20052006
40,Gregory Jacina,8469805,/api/v1/people/8469805,C,C,Center,Forward,FLA,Florida Panthers,20052006
37,Petr Taticek,8470248,/api/v1/people/8470248,C,C,Center,Forward,FLA,Florida Panthers,20052006
51,Rob Globke,8470305,/api/v1/people/8470305,RW,R,Right Wing,Forward,FLA,Florida Panthers,20052006
21,Anthony Stewart,8470618,/api/v1/people/8470618,RW,R,Right Wing,Forward,FLA,Florida Panthers,20052006
25,Rostislav Olesz,8471220,/api/v1/people/8471220,LW,L,Left Wing,Forward,FLA,Florida Panthers,20052006
51,Timo Helbling,8468035,/api/v1/people/8468035,D,D,Defenseman,Defenseman,TBL,Tampa Bay Lightning,20052006
76,Evgeny Artyukhin,8469543,/api/v1/people/8469543,RW,R,Right Wing,Forward,TBL,Tampa Bay Lightning,20052006
12,Ryan Craig,8470065,/api/v1/people/8470065,C,C,Center,Forward,TBL,Tampa Bay Lightning,20052006
26,Darren Reid,8470076,/api/v1/people/8470076,RW,R,Right Wing,Forward,TBL,Tampa Bay Lightning,20052006
15,Paul Ranger,8470085,/api/v1/people/8470085,D,D,Defenseman,Defenseman,TBL,Tampa Bay Lightning,20052006
39,Doug O'Brien,8470784,/api/v1/people/8470784,D,D,Defenseman,Defenseman,TBL,Tampa Bay Lightning,20052006
,Nick Tarnasky,8470876,/api/v1/people/8470876,LW,L,Left Wing,Forward,TBL,Tampa Bay Lightning,20052006
40,Brian Eklund,8468706,/api/v1/people/8468706,G,G,Goalie,Goalie,TBL,Tampa Bay Lightning,20052006
41,Gerald Coleman,8470813,/api/v1/people/8470813,G,G,Goalie,Goalie,TBL,Tampa Bay Lightning,20052006
41,Louis Robitaille,8468800,/api/v1/people/8468800,LW,L,Left Wing,Forward,WSH,Washington Capitals,20052006
20,David Steckel,8469483,/api/v1/people/8469483,C,C,Center,Forward,WSH,Washington Capitals,20052006
12,Tomas Fleischmann,8470039,/api/v1/people/8470039,LW,L,Left Wing,Forward,WSH,Washington Capitals,20052006
38,Jakub Klepis,8470134,/api/v1/people/8470134,C,C,Center,Forward,WSH,Washington Capitals,20052006
45,Jonas Johansson,8470150,/api/v1/people/8470150,RW,R,Right Wing,Forward,WSH,Washington Capitals,20052006
21,Eric Fehr,8470611,/api/v1/people/8470611,C,C,Center,Forward,WSH,Washington Capitals,20052006
38,Joey Tenute,8470850,/api/v1/people/8470850,C,C,Center,Forward,WSH,Washington Capitals,20052006
8,Alex Ovechkin,8471214,/api/v1/people/8471214,LW,L,Left Wing,Forward,WSH,Washington Capitals,20052006
25,Mike Green,8471242,/api/v1/people/8471242,D,D,Defenseman,Defenseman,WSH,Washington Capitals,20052006
36,Mark Cullen,8470005,/api/v1/people/8470005,C,C,Center,Forward,CHI,Chicago Blackhawks,20052006
21,James Wisniewski,8470222,/api/v1/people/8470222,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,20052006
2,Duncan Keith,8470281,/api/v1/people/8470281,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,20052006
57,Martin St Pierre,8470366,/api/v1/people/8470366,C,C,Center,Forward,CHI,Chicago Blackhawks,20052006
7,Brent Seabrook,8470607,/api/v1/people/8470607,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,20052006
33,Dustin Byfuglien,8470834,/api/v1/people/8470834,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,20052006
18,Cam Barker,8471216,/api/v1/people/8471216,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,20052006
17,Rene Bourque,8471504,/api/v1/people/8471504,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,20052006
50,Corey Crawford,8470645,/api/v1/people/8470645,G,G,Goalie,Goalie,CHI,Chicago Blackhawks,20052006
82,Tomas Kopecky,8468518,/api/v1/people/8468518,RW,R,Right Wing,Forward,DET,Detroit Red Wings,20052006
51,Valtteri Filppula,8470047,/api/v1/people/8470047,C,C,Center,Forward,DET,Detroit Red Wings,20052006
27,Kyle Quincey,8470724,/api/v1/people/8470724,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,20052006
23,Brett Lebda,8471187,/api/v1/people/8471187,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,20052006
93,Johan Franzen,8471309,/api/v1/people/8471309,RW,R,Right Wing,Forward,DET,Detroit Red Wings,20052006
35,Jimmy Howard,8470657,/api/v1/people/8470657,G,G,Goalie,Goalie,DET,Detroit Red Wings,20052006
4,Greg Zanon,8468636,/api/v1/people/8468636,D,D,Defenseman,Defenseman,NSH,Nashville Predators,20052006
20,Ryan Suter,8470600,/api/v1/people/8470600,D,D,Defenseman,Defenseman,NSH,Nashville Predators,20052006
8,Kevin Klein,8470630,/api/v1/people/8470630,D,D,Defenseman,Defenseman,NSH,Nashville Predators,20052006
6,Shea Weber,8470642,/api/v1/people/8470642,D,D,Defenseman,Defenseman,NSH,Nashville Predators,20052006
35,Pekka Rinne,8471469,/api/v1/people/8471469,G,G,Goalie,Goalie,NSH,Nashville Predators,20052006
20,Andy Roach,8466995,/api/v1/people/8466995,D,D,Defenseman,Defenseman,STL,St. Louis Blues,20052006
53,Colin Hemingway,8468094,/api/v1/people/8468094,LW,L,Left Wing,Forward,STL,St. Louis Blues,20052006
29,Jon Disalvatore,8468584,/api/v1/people/8468584,RW,R,Right Wing,Forward,STL,St. Louis Blues,20052006
29,Jeff Woywitka,8469480,/api/v1/people/8469480,D,D,Defenseman,Defenseman,STL,St. Louis Blues,20052006
18,Jay McClement,8469508,/api/v1/people/8469508,C,C,Center,Forward,STL,St. Louis Blues,20052006
6,Dennis Wideman,8469770,/api/v1/people/8469770,D,D,Defenseman,Defenseman,STL,St. Louis Blues,20052006
28,Jeff Hoggan,8470004,/api/v1/people/8470004,RW,R,Right Wing,Forward,STL,St. Louis Blues,20052006
15,Mike Glumac,8470330,/api/v1/people/8470330,C,C,Center,Forward,STL,St. Louis Blues,20052006
18,Lee Stempniak,8470740,/api/v1/people/8470740,RW,R,Right Wing,Forward,STL,St. Louis Blues,20052006
24,Eric Nystrom,8470180,/api/v1/people/8470180,LW,L,Left Wing,Forward,CGY,Calgary Flames,20052006
39,Carsen Germyn,8470336,/api/v1/people/8470336,C,C,Center,Forward,CGY,Calgary Flames,20052006
49,Richie Regehr,8470346,/api/v1/people/8470346,D,D,Defenseman,Defenseman,CGY,Calgary Flames,20052006
3,Dion Phaneuf,8470602,/api/v1/people/8470602,D,D,Defenseman,Defenseman,CGY,Calgary Flames,20052006
5,Mark Giordano,8470966,/api/v1/people/8470966,D,D,Defenseman,Defenseman,CGY,Calgary Flames,20052006
15,Brad Richardson,8470755,/api/v1/people/8470755,C,C,Center,Forward,COL,Colorado Avalanche,20052006
17,Wojtek Wolski,8471234,/api/v1/people/8471234,LW,L,Left Wing,Forward,COL,Colorado Avalanche,20052006
31,Peter Budaj,8469514,/api/v1/people/8469514,G,G,Goalie,Goalie,COL,Colorado Avalanche,20052006
20,Vitaly Kolesnik,8471915,/api/v1/people/8471915,G,G,Goalie,Goalie,COL,Colorado Avalanche,20052006
15,Brad Winchester,8468515,/api/v1/people/8468515,LW,L,Left Wing,Forward,EDM,Edmonton Oilers,20052006
2,Matt Greene,8470121,/api/v1/people/8470121,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20052006
43,Marc-Antoine Pouliot,8470615,/api/v1/people/8470615,C,C,Center,Forward,EDM,Edmonton Oilers,20052006
22,Jean-Francois Jacques,8470661,/api/v1/people/8470661,LW,L,Left Wing,Forward,EDM,Edmonton Oilers,20052006
28,Kyle Brodziak,8470803,/api/v1/people/8470803,C,C,Center,Forward,EDM,Edmonton Oilers,20052006
7,Mathieu Roy,8470804,/api/v1/people/8470804,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20052006
26,Danny Syvret,8470996,/api/v1/people/8470996,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20052006
3,Kevin Bieksa,8469598,/api/v1/people/8469598,D,D,Defenseman,Defenseman,VAN,Vancouver Canucks,20052006
6,Tomas Mojzis,8469689,/api/v1/people/8469689,D,D,Defenseman,Defenseman,VAN,Vancouver Canucks,20052006
14,Alexandre Burrows,8470358,/api/v1/people/8470358,RW,R,Right Wing,Forward,VAN,Vancouver Canucks,20052006
53,Prestin Ryan,8471200,/api/v1/people/8471200,D,D,Defenseman,Defenseman,VAN,Vancouver Canucks,20052006
11,Rick Rypien,8471628,/api/v1/people/8471628,C,C,Center,Forward,VAN,Vancouver Canucks,20052006
34,Robert McVicar,8469750,/api/v1/people/8469750,G,G,Goalie,Goalie,VAN,Vancouver Canucks,20052006
14,Trevor Gillies,8467579,/api/v1/people/8467579,LW,L,Left Wing,Forward,ANA,Anaheim Ducks,20052006
24,Zenon Konopka,8469820,/api/v1/people/8469820,C,C,Center,Forward,ANA,Anaheim Ducks,20052006
15,Ryan Getzlaf,8470612,/api/v1/people/8470612,C,C,Center,Forward,ANA,Anaheim Ducks,20052006
10,Corey Perry,8470621,/api/v1/people/8470621,RW,R,Right Wing,Forward,ANA,Anaheim Ducks,20052006
17,Dustin Penner,8471208,/api/v1/people/8471208,RW,R,Right Wing,Forward,ANA,Anaheim Ducks,20052006
4,Dan Jancevski,8467939,/api/v1/people/8467939,D,D,Defenseman,Defenseman,DAL,Dallas Stars,20052006
36,Jussi Jokinen,8469638,/api/v1/people/8469638,LW,L,Left Wing,Forward,DAL,Dallas Stars,20052006
53,Vojtech Polak,8470629,/api/v1/people/8470629,LW,L,Left Wing,Forward,DAL,Dallas Stars,20052006
42,Junior Lessard,8471206,/api/v1/people/8471206,RW,R,Right Wing,Forward,DAL,Dallas Stars,20052006
15,George Parros,8468095,/api/v1/people/8468095,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,20052006
50,Richard Petiot,8469564,/api/v1/people/8469564,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,20052006
29,Jeff Giuliano,8470001,/api/v1/people/8470001,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,20052006
48,Petr Kanko,8470055,/api/v1/people/8470055,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,20052006
36,Connor James,8470295,/api/v1/people/8470295,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,20052006
23,Konstantin Pushkarev,8470637,/api/v1/people/8470637,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,20052006
40,Matt Ryan,8471524,/api/v1/people/8471524,C,C,Center,Forward,LAK,Los Angeles Kings,20052006
45,Adam Hauser,8467954,/api/v1/people/8467954,G,G,Goalie,Goalie,LAK,Los Angeles Kings,20052006
29,Yanick Lehoux,8468566,/api/v1/people/8468566,C,C,Center,Forward,PHX,Phoenix Coyotes,20052006
26,Joel Perrault,8469584,/api/v1/people/8469584,C,C,Center,Forward,PHX,Phoenix Coyotes,20052006
2,Keith Ballard,8470054,/api/v1/people/8470054,D,D,Defenseman,Defenseman,PHX,Phoenix Coyotes,20052006
5,Matt Jones,8470088,/api/v1/people/8470088,D,D,Defenseman,Defenseman,PHX,Phoenix Coyotes,20052006
37,Bill Thomas,8472361,/api/v1/people/8472361,RW,R,Right Wing,Forward,PHX,Phoenix Coyotes,20052006
29,David Leneveu,8470263,/api/v1/people/8470263,G,G,Goalie,Goalie,PHX,Phoenix Coyotes,20052006
