jerseyNumber,person_fullName,person_id,person_link,position_abbreviation,position_code,position_name,position_type,team,teamFullName,year
7,Matt Carkner,8467931,/api/v1/people/8467931,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,20052006
6,Douglas Murray,8468114,/api/v1/people/8468114,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,20052006
,Ryane Clowe,8469622,/api/v1/people/8469622,LW,L,Left Wing,Forward,SJS,San Jose Sharks,20052006
4,Josh Gorges,8470324,/api/v1/people/8470324,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,20052006
29,Grant Stevenson,8470574,/api/v1/people/8470574,C,C,Center,Forward,SJS,San Jose Sharks,20052006
8,Steve Bernier,8470609,/api/v1/people/8470609,RW,R,Right Wing,Forward,SJS,San Jose Sharks,20052006
25,Matt Carle,8470640,/api/v1/people/8470640,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,20052006
31,Nolan Schaefer,8468646,/api/v1/people/8468646,G,G,Goalie,Goalie,SJS,San Jose Sharks,20052006
23,Steven Goertzen,8470064,/api/v1/people/8470064,RW,R,Right Wing,Forward,CBJ,Columbus Blue Jackets,20052006
15,Joakim Lindstrom,8470152,/api/v1/people/8470152,C,C,Center,Forward,CBJ,Columbus Blue Jackets,20052006
55,Ole-Kristian Tollefsen,8470170,/api/v1/people/8470170,D,D,Defenseman,Defenseman,CBJ,Columbus Blue Jackets,20052006
40,Jaroslav Balastik,8470185,/api/v1/people/8470185,LW,L,Left Wing,Forward,CBJ,Columbus Blue Jackets,20052006
20,Geoff Platt,8470882,/api/v1/people/8470882,C,C,Center,Forward,CBJ,Columbus Blue Jackets,20052006
19,Alexandre Picard,8471221,/api/v1/people/8471221,LW,L,Left Wing,Forward,CBJ,Columbus Blue Jackets,20052006
8,Gilbert Brule,8471680,/api/v1/people/8471680,C,C,Center,Forward,CBJ,Columbus Blue Jackets,20052006
3,Erik Reitz,8468650,/api/v1/people/8468650,D,D,Defenseman,Defenseman,MIN,Minnesota Wild,20052006
9,Mikko Koivu,8469459,/api/v1/people/8469459,C,C,Center,Forward,MIN,Minnesota Wild,20052006
94,Derek Boogaard,8469647,/api/v1/people/8469647,LW,L,Left Wing,Forward,MIN,Minnesota Wild,20052006
83,Matt Foy,8470165,/api/v1/people/8470165,RW,R,Right Wing,Forward,MIN,Minnesota Wild,20052006
29,Johnny Oduya,8469665,/api/v1/people/8469665,D,D,Defenseman,Defenseman,NJD,New Jersey Devils,20062007
32,Alexander Brooks,8470335,/api/v1/people/8470335,D,D,Defenseman,Defenseman,NJD,New Jersey Devils,20062007
97,David Clarkson,8470920,/api/v1/people/8470920,RW,R,Right Wing,Forward,NJD,New Jersey Devils,20062007
19,Travis Zajac,8471233,/api/v1/people/8471233,C,C,Center,Forward,NJD,New Jersey Devils,20062007
5,Mark Fraser,8471748,/api/v1/people/8471748,D,D,Defenseman,Defenseman,NJD,New Jersey Devils,20062007
10,Rod Pelley,8472355,/api/v1/people/8472355,C,C,Center,Forward,NJD,New Jersey Devils,20062007
6,Andy Greene,8472382,/api/v1/people/8472382,D,D,Defenseman,Defenseman,NJD,New Jersey Devils,20062007
49,Drew Fata,8469535,/api/v1/people/8469535,D,D,Defenseman,Defenseman,NYI,New York Islanders,20062007
51,Frans Nielsen,8470144,/api/v1/people/8470144,C,C,Center,Forward,NYI,New York Islanders,20062007
15,Blake Comeau,8471260,/api/v1/people/8471260,LW,L,Left Wing,Forward,NYI,New York Islanders,20062007
34,Nigel Dawes,8470741,/api/v1/people/8470741,LW,L,Left Wing,Forward,NYR,New York Rangers,20062007
17,Brandon Dubinsky,8471273,/api/v1/people/8471273,C,C,Center,Forward,NYR,New York Rangers,20062007
24,Ryan Callahan,8471339,/api/v1/people/8471339,RW,R,Right Wing,Forward,NYR,New York Rangers,20062007
5,Dan Girardi,8471958,/api/v1/people/8471958,D,D,Defenseman,Defenseman,NYR,New York Rangers,20062007
43,Lars Jonsson,8468487,/api/v1/people/8468487,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,20062007
32,Riley Cote,8468786,/api/v1/people/8468786,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,20062007
46,Jussi Timonen,8469593,/api/v1/people/8469593,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,20062007
34,Nate Guenin,8470317,/api/v1/people/8470317,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,20062007
23,Triston Grant,8470899,/api/v1/people/8470899,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,20062007
34,Ryan Parent,8471692,/api/v1/people/8471692,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,20062007
35,Martin Houle,8471444,/api/v1/people/8471444,G,G,Goalie,Goalie,PHI,Philadelphia Flyers,20062007
71,Evgeni Malkin,8471215,/api/v1/people/8471215,C,C,Center,Forward,PIT,Pittsburgh Penguins,20062007
58,Kris Letang,8471724,/api/v1/people/8471724,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,20062007
11,Jordan Staal,8473533,/api/v1/people/8473533,C,C,Center,Forward,PIT,Pittsburgh Penguins,20062007
44,Nate Thompson,8470775,/api/v1/people/8470775,C,C,Center,Forward,BOS,Boston Bruins,20062007
46,David Krejci,8471276,/api/v1/people/8471276,C,C,Center,Forward,BOS,Boston Bruins,20062007
29,Matt Lashoff,8471696,/api/v1/people/8471696,D,D,Defenseman,Defenseman,BOS,Boston Bruins,20062007
29,Petr Kalus,8471713,/api/v1/people/8471713,RW,R,Right Wing,Forward,BOS,Boston Bruins,20062007
47,Jonathan Sigalet,8471765,/api/v1/people/8471765,D,D,Defenseman,Defenseman,BOS,Boston Bruins,20062007
81,Phil Kessel,8473548,/api/v1/people/8473548,RW,R,Right Wing,Forward,BOS,Boston Bruins,20062007
39,Joey MacDonald,8469732,/api/v1/people/8469732,G,G,Goalie,Goalie,BOS,Boston Bruins,20062007
37,Michael Ryan,8467905,/api/v1/people/8467905,C,C,Center,Forward,BUF,Buffalo Sabres,20062007
16,Clarke MacArthur,8470667,/api/v1/people/8470667,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,20062007
18,Drew Stafford,8471226,/api/v1/people/8471226,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,20062007
43,Michael Funk,8471256,/api/v1/people/8471256,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,20062007
5,Andrej Sekera,8471284,/api/v1/people/8471284,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,20062007
36,Patrick Kaleta,8471388,/api/v1/people/8471388,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,20062007
12,Mark Mancari,8471419,/api/v1/people/8471419,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,20062007
33,Mike Card,8471452,/api/v1/people/8471452,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,20062007
62,Duncan Milroy,8469489,/api/v1/people/8469489,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,20062007
84,Mikhail Grabovski,8471362,/api/v1/people/8471362,C,C,Center,Forward,MTL,Montréal Canadiens,20062007
73,Guillaume Latendresse,8471670,/api/v1/people/8471670,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,20062007
41,Jaroslav Halak,8470860,/api/v1/people/8470860,G,G,Goalie,Goalie,MTL,Montréal Canadiens,20062007
34,Danny Bois,8469546,/api/v1/people/8469546,RW,R,Right Wing,Forward,OTT,Ottawa Senators,20062007
55,Alexei Kaigorodov,8470267,/api/v1/people/8470267,C,C,Center,Forward,OTT,Ottawa Senators,20062007
62,Josh Hennessy,8470636,/api/v1/people/8470636,C,C,Center,Forward,OTT,Ottawa Senators,20062007
24,Kris Newbury,8470232,/api/v1/people/8470232,C,C,Center,Forward,TOR,Toronto Maple Leafs,20062007
40,Janis Sprukts,8468714,/api/v1/people/8468714,C,C,Center,Forward,FLA,Florida Panthers,20062007
28,Kamil Kreps,8470631,/api/v1/people/8470631,C,C,Center,Forward,FLA,Florida Panthers,20062007
47,Martin Lojek,8470698,/api/v1/people/8470698,D,D,Defenseman,Defenseman,FLA,Florida Panthers,20062007
43,Drew Larman,8470970,/api/v1/people/8470970,C,C,Center,Forward,FLA,Florida Panthers,20062007
17,David Booth,8471266,/api/v1/people/8471266,LW,L,Left Wing,Forward,FLA,Florida Panthers,20062007
34,Shane O'Brien,8470839,/api/v1/people/8470839,D,D,Defenseman,Defenseman,TBL,Tampa Bay Lightning,20062007
42,Blair Jones,8471767,/api/v1/people/8471767,C,C,Center,Forward,TBL,Tampa Bay Lightning,20062007
31,Karri Ramo,8471403,/api/v1/people/8471403,G,G,Goalie,Goalie,TBL,Tampa Bay Lightning,20062007
55,Jeff Schultz,8471240,/api/v1/people/8471240,D,D,Defenseman,Defenseman,WSH,Washington Capitals,20062007
29,Jamie Hunt,8472375,/api/v1/people/8472375,D,D,Defenseman,Defenseman,WSH,Washington Capitals,20062007
32,Jonas Nordqvist,8468529,/api/v1/people/8468529,C,C,Center,Forward,CHI,Chicago Blackhawks,20062007
28,David Koci,8468626,/api/v1/people/8468626,LW,L,Left Wing,Forward,CHI,Chicago Blackhawks,20062007
11,PA Parenteau,8469707,/api/v1/people/8469707,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,20062007
37,Adam Burish,8470063,/api/v1/people/8470063,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,20062007
29,Colin Fraser,8470662,/api/v1/people/8470662,C,C,Center,Forward,CHI,Chicago Blackhawks,20062007
,Dave Bolland,8471245,/api/v1/people/8471245,C,C,Center,Forward,CHI,Chicago Blackhawks,20062007
29,Bryan Bickell,8471254,/api/v1/people/8471254,LW,L,Left Wing,Forward,CHI,Chicago Blackhawks,20062007
22,Troy Brouwer,8471426,/api/v1/people/8471426,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,20062007
20,Mike Blunden,8471663,/api/v1/people/8471663,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,20062007
37,Matt Ellis,8470018,/api/v1/people/8470018,LW,L,Left Wing,Forward,DET,Detroit Red Wings,20062007
7,Derek Meech,8470061,/api/v1/people/8470061,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,20062007
42,Mikko Lehtonen,8469714,/api/v1/people/8469714,D,D,Defenseman,Defenseman,NSH,Nashville Predators,20062007
17,Sheldon Brookbank,8469992,/api/v1/people/8469992,D,D,Defenseman,Defenseman,NSH,Nashville Predators,20062007
47,Alexander Radulov,8471228,/api/v1/people/8471228,RW,R,Right Wing,Forward,NSH,Nashville Predators,20062007
17,Rich Peverley,8471514,/api/v1/people/8471514,C,C,Center,Forward,NSH,Nashville Predators,20062007
17,DJ King,8470294,/api/v1/people/8470294,LW,L,Left Wing,Forward,STL,St. Louis Blues,20062007
42,David Backes,8470655,/api/v1/people/8470655,RW,R,Right Wing,Forward,STL,St. Louis Blues,20062007
45,Roman Polak,8471392,/api/v1/people/8471392,D,D,Defenseman,Defenseman,STL,St. Louis Blues,20062007
40,Marek Schwarz,8471230,/api/v1/people/8471230,G,G,Goalie,Goalie,STL,St. Louis Blues,20062007
57,Tomi Maki,8469557,/api/v1/people/8469557,RW,R,Right Wing,Forward,CGY,Calgary Flames,20062007
18,David Moss,8469664,/api/v1/people/8469664,RW,R,Right Wing,Forward,CGY,Calgary Flames,20062007
9,Brandon Prust,8471283,/api/v1/people/8471283,LW,L,Left Wing,Forward,CGY,Calgary Flames,20062007
17,Dustin Boyd,8471310,/api/v1/people/8471310,C,C,Center,Forward,CGY,Calgary Flames,20062007
4,Jeff Finger,8468113,/api/v1/people/8468113,D,D,Defenseman,Defenseman,COL,Colorado Avalanche,20062007
26,Paul Stastny,8471669,/api/v1/people/8471669,C,C,Center,Forward,COL,Colorado Avalanche,20062007
26,Kyle Cumiskey,8471879,/api/v1/people/8471879,D,D,Defenseman,Defenseman,COL,Colorado Avalanche,20062007
8,Alexei Mikhnov,8468497,/api/v1/people/8468497,LW,L,Left Wing,Forward,EDM,Edmonton Oilers,20062007
6,Tom Gilbert,8470104,/api/v1/people/8470104,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20062007
25,Patrick Thoresen,8470375,/api/v1/people/8470375,LW,L,Left Wing,Forward,EDM,Edmonton Oilers,20062007
29,Zack Stortini,8470687,/api/v1/people/8470687,RW,R,Right Wing,Forward,EDM,Edmonton Oilers,20062007
8,Jan Hejda,8470699,/api/v1/people/8470699,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20062007
15,Ladislav Smid,8471222,/api/v1/people/8471222,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20062007
13,Rob Schremp,8471238,/api/v1/people/8471238,C,C,Center,Forward,EDM,Edmonton Oilers,20062007
76,Bryan Young,8471358,/api/v1/people/8471358,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20062007
60,Sebastien Bisaillon,8471911,/api/v1/people/8471911,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20062007
46,Jesse Schultz,8470343,/api/v1/people/8470343,RW,R,Right Wing,Forward,VAN,Vancouver Canucks,20062007
48,Nathan McIver,8470843,/api/v1/people/8470843,D,D,Defenseman,Defenseman,VAN,Vancouver Canucks,20062007
29,Patrick Coulombe,8470935,/api/v1/people/8470935,D,D,Defenseman,Defenseman,VAN,Vancouver Canucks,20062007
23,Alexander Edler,8471303,/api/v1/people/8471303,D,D,Defenseman,Defenseman,VAN,Vancouver Canucks,20062007
28,Luc Bourdon,8471684,/api/v1/people/8471684,D,D,Defenseman,Defenseman,VAN,Vancouver Canucks,20062007
36,Jannik Hansen,8471498,/api/v1/people/8471498,RW,R,Right Wing,Forward,VAN,Vancouver Canucks,20062007
23,Kent Huskins,8467478,/api/v1/people/8467478,D,D,Defenseman,Defenseman,ANA,Anaheim Ducks,20062007
43,Bjorn Melin,8468036,/api/v1/people/8468036,RW,R,Right Wing,Forward,ANA,Anaheim Ducks,20062007
37,Tim Brent,8470283,/api/v1/people/8470283,C,C,Center,Forward,ANA,Anaheim Ducks,20062007
27,Aaron Rome,8470310,/api/v1/people/8470310,D,D,Defenseman,Defenseman,ANA,Anaheim Ducks,20062007
22,Curtis Glencross,8471185,/api/v1/people/8471185,LW,L,Left Wing,Forward,ANA,Anaheim Ducks,20062007
22,Ryan Shannon,8471634,/api/v1/people/8471634,RW,R,Right Wing,Forward,ANA,Anaheim Ducks,20062007
20,Drew Miller,8470778,/api/v1/people/8470778,LW,L,Left Wing,Forward,ANA,Anaheim Ducks,20062007
18,Ryan Carter,8473646,/api/v1/people/8473646,LW,L,Left Wing,Forward,ANA,Anaheim Ducks,20062007
31,Michael Wall,8471526,/api/v1/people/8471526,G,G,Goalie,Goalie,ANA,Anaheim Ducks,20062007
21,Krys Barch,8467428,/api/v1/people/8467428,RW,R,Right Wing,Forward,DAL,Dallas Stars,20062007
39,Joel Lundqvist,8468548,/api/v1/people/8468548,C,C,Center,Forward,DAL,Dallas Stars,20062007
21,Loui Eriksson,8470626,/api/v1/people/8470626,LW,L,Left Wing,Forward,DAL,Dallas Stars,20062007
8,Nicklas Grossmann,8471269,/api/v1/people/8471269,D,D,Defenseman,Defenseman,DAL,Dallas Stars,20062007
38,Chris Conner,8472368,/api/v1/people/8472368,RW,R,Right Wing,Forward,DAL,Dallas Stars,20062007
41,Mike Smith,8469608,/api/v1/people/8469608,G,G,Goalie,Goalie,DAL,Dallas Stars,20062007
22,Shay Stephenson,8469720,/api/v1/people/8469720,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,20062007
29,John Zeiler,8470113,/api/v1/people/8470113,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,20062007
18,Patrick O'Sullivan,8470649,/api/v1/people/8470649,C,C,Center,Forward,LAK,Los Angeles Kings,20062007
34,Lauri Tukonen,8471224,/api/v1/people/8471224,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,20062007
3,Jack Johnson,8471677,/api/v1/people/8471677,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,20062007
11,Anze Kopitar,8471685,/api/v1/people/8471685,C,C,Center,Forward,LAK,Los Angeles Kings,20062007
37,Peter Harrold,8472394,/api/v1/people/8472394,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,20062007
52,Gabe Gauthier,8473644,/api/v1/people/8473644,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,20062007
49,Joe Piskula,8473921,/api/v1/people/8473921,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,20062007
32,Barry Brust,8470264,/api/v1/people/8470264,G,G,Goalie,Goalie,LAK,Los Angeles Kings,20062007
33,Yutaka Fukufuji,8470534,/api/v1/people/8470534,G,G,Goalie,Goalie,LAK,Los Angeles Kings,20062007
13,Daniel Carcillo,8470666,/api/v1/people/8470666,LW,L,Left Wing,Forward,PHX,Phoenix Coyotes,20062007
81,Enver Lisin,8471263,/api/v1/people/8471263,RW,R,Right Wing,Forward,PHX,Phoenix Coyotes,20062007
3,Keith Yandle,8471735,/api/v1/people/8471735,D,D,Defenseman,Defenseman,PHX,Phoenix Coyotes,20062007
12,Patrick Fischer,8472418,/api/v1/people/8472418,C,C,Center,Forward,PHX,Phoenix Coyotes,20062007
39,Tomas Plihal,8469587,/api/v1/people/8469587,C,C,Center,Forward,SJS,San Jose Sharks,20062007
16,Joe Pavelski,8470794,/api/v1/people/8470794,C,C,Center,Forward,SJS,San Jose Sharks,20062007
44,Marc-Edouard Vlasic,8471709,/api/v1/people/8471709,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,20062007
33,Marc Methot,8470760,/api/v1/people/8470760,D,D,Defenseman,Defenseman,CBJ,Columbus Blue Jackets,20062007
49,Darcy Campbell,8473923,/api/v1/people/8473923,D,D,Defenseman,Defenseman,CBJ,Columbus Blue Jackets,20062007
30,Fredrik Norrena,8470090,/api/v1/people/8470090,G,G,Goalie,Goalie,CBJ,Columbus Blue Jackets,20062007
1,Tomas Popperle,8471793,/api/v1/people/8471793,G,G,Goalie,Goalie,CBJ,Columbus Blue Jackets,20062007
42,Joel Ward,8468208,/api/v1/people/8468208,RW,R,Right Wing,Forward,MIN,Minnesota Wild,20062007
5,Shawn Belle,8470623,/api/v1/people/8470623,D,D,Defenseman,Defenseman,MIN,Minnesota Wild,20062007
67,Benoit Pouliot,8471678,/api/v1/people/8471678,LW,L,Left Wing,Forward,MIN,Minnesota Wild,20062007
32,Niklas Backstrom,8473404,/api/v1/people/8473404,G,G,Goalie,Goalie,MIN,Minnesota Wild,20062007
24,Olli Malmivaara,8468597,/api/v1/people/8468597,D,D,Defenseman,Defenseman,NJD,New Jersey Devils,20072008
18,Niclas Bergfors,8471697,/api/v1/people/8471697,RW,R,Right Wing,Forward,NJD,New Jersey Devils,20072008
21,Kyle Okposo,8473449,/api/v1/people/8473449,RW,R,Right Wing,Forward,NYI,New York Islanders,20072008
38,Jack Hillen,8474519,/api/v1/people/8474519,D,D,Defenseman,Defenseman,NYI,New York Islanders,20072008
21,Ivan Baranka,8470643,/api/v1/people/8470643,D,D,Defenseman,Defenseman,NYR,New York Rangers,20072008
49,Greg Moore,8470735,/api/v1/people/8470735,RW,R,Right Wing,Forward,NYR,New York Rangers,20072008
34,Dane Byers,8471261,/api/v1/people/8471261,LW,L,Left Wing,Forward,NYR,New York Rangers,20072008
18,Marc Staal,8471686,/api/v1/people/8471686,D,D,Defenseman,Defenseman,NYR,New York Rangers,20072008
29,Lauri Korpikoski,8471232,/api/v1/people/8471232,LW,L,Left Wing,Forward,NYR,New York Rangers,20072008
17,Steve Downie,8471703,/api/v1/people/8471703,RW,R,Right Wing,Forward,PHI,Philadelphia Flyers,20072008
28,Claude Giroux,8473512,/api/v1/people/8473512,C,C,Center,Forward,PHI,Philadelphia Flyers,20072008
53,Denis Tolpeko,8473635,/api/v1/people/8473635,RW,R,Right Wing,Forward,PHI,Philadelphia Flyers,20072008
43,Kyle Greentree,8473904,/api/v1/people/8473904,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,20072008
45,Chris Minard,8470383,/api/v1/people/8470383,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,20072008
32,Ryan Stone,8470625,/api/v1/people/8470625,C,C,Center,Forward,PIT,Pittsburgh Penguins,20072008
34,Jonathan Filewich,8470663,/api/v1/people/8470663,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,20072008
33,Alex Goligoski,8471274,/api/v1/people/8471274,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,20072008
48,Tyler Kennedy,8471311,/api/v1/people/8471311,C,C,Center,Forward,PIT,Pittsburgh Penguins,20072008
44,Pascal Pelletier,8469752,/api/v1/people/8469752,LW,L,Left Wing,Forward,BOS,Boston Bruins,20072008
48,Matt Hunwick,8471436,/api/v1/people/8471436,D,D,Defenseman,Defenseman,BOS,Boston Bruins,20072008
17,Vladimir Sobotka,8471743,/api/v1/people/8471743,C,C,Center,Forward,BOS,Boston Bruins,20072008
27,Milan Lucic,8473473,/api/v1/people/8473473,LW,L,Left Wing,Forward,BOS,Boston Bruins,20072008
40,Tuukka Rask,8471695,/api/v1/people/8471695,G,G,Goalie,Goalie,BOS,Boston Bruins,20072008
38,Marc-Andre Gragnani,8471752,/api/v1/people/8471752,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,20072008
,Mike Weber,8473426,/api/v1/people/8473426,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,20072008
23,Ryan O'Byrne,8470672,/api/v1/people/8470672,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,20072008
37,Corey Locke,8470705,/api/v1/people/8470705,C,C,Center,Forward,MTL,Montréal Canadiens,20072008
24,Kyle Chipchura,8471231,/api/v1/people/8471231,C,C,Center,Forward,MTL,Montréal Canadiens,20072008
36,Gregory Stewart,8471457,/api/v1/people/8471457,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,20072008
27,Matt D'Agostini,8471851,/api/v1/people/8471851,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,20072008
74,Sergei Kostitsyn,8471859,/api/v1/people/8471859,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,20072008
31,Carey Price,8471679,/api/v1/people/8471679,G,G,Goalie,Goalie,MTL,Montréal Canadiens,20072008
14,Alexander Nikulin,8471334,/api/v1/people/8471334,C,C,Center,Forward,OTT,Ottawa Senators,20072008
15,Brian Lee,8471683,/api/v1/people/8471683,D,D,Defenseman,Defenseman,OTT,Ottawa Senators,20072008
16,Cody Bass,8471760,/api/v1/people/8471760,C,C,Center,Forward,OTT,Ottawa Senators,20072008
53,Ilya Zubov,8471763,/api/v1/people/8471763,C,C,Center,Forward,OTT,Ottawa Senators,20072008
71,Nick Foligno,8473422,/api/v1/people/8473422,LW,L,Left Wing,Forward,OTT,Ottawa Senators,20072008
,Jesse Winchester,8474498,/api/v1/people/8474498,C,C,Center,Forward,OTT,Ottawa Senators,20072008
37,Brian Elliott,8470880,/api/v1/people/8470880,G,G,Goalie,Goalie,OTT,Ottawa Senators,20072008
43,Darryl Boyce,8470986,/api/v1/people/8470986,C,C,Center,Forward,TOR,Toronto Maple Leafs,20072008
38,Robbie Earl,8471399,/api/v1/people/8471399,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,20072008
6,Anton Stralman,8471873,/api/v1/people/8471873,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,20072008
53,Alex Foster,8472334,/api/v1/people/8472334,C,C,Center,Forward,TOR,Toronto Maple Leafs,20072008
9,Jiri Tlusty,8473482,/api/v1/people/8473482,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,20072008
49,Colin Stuart,8469582,/api/v1/people/8469582,LW,L,Left Wing,Forward,ATL,Atlanta Thrashers,20072008
29,Brett Sterling,8470737,/api/v1/people/8470737,LW,L,Left Wing,Forward,ATL,Atlanta Thrashers,20072008
39,Toby Enstrom,8470828,/api/v1/people/8470828,D,D,Defenseman,Defenseman,ATL,Atlanta Thrashers,20072008
45,Kevin Doell,8470937,/api/v1/people/8470937,C,C,Center,Forward,ATL,Atlanta Thrashers,20072008
3,Boris Valabik,8471223,/api/v1/people/8471223,D,D,Defenseman,Defenseman,ATL,Atlanta Thrashers,20072008
50,Jordan Lavallee-Smotherman,8471778,/api/v1/people/8471778,LW,L,Left Wing,Forward,ATL,Atlanta Thrashers,20072008
18,Bryan Little,8473412,/api/v1/people/8473412,C,C,Center,Forward,ATL,Atlanta Thrashers,20072008
